,address,rooms,floor,info,price,views,Lat,Lng,adddate,editdate,ListingID_NK,Sqm,pricebysqm,addyear,edityear,addmonth,editmonth,addday,editday,addquarter,editquarter,platform,housetype,type,City,DistrictStreet,District,Street,eurowindows,irondoor,openbalcony,securitysystem,sunny,view,roadside,closetothebusstation,parking,park,elevator,furniture,equipment,balcony,storageroom,playground,parquet,tile,laminateflooring,heating,hotwater,electricity,centralheating,water,water247,gas,airconditioner,sewerage,logha,garage,internet
45," Yerevan, Center, Argishti St ", 1, 10/14,"1 bedrooms apartment for rent in new construction in Argishti St, Center, Yerevan, 92024",700,6630.0,40.1744247,44.502529,2020-01-13,2023-04-15,92024.0,37,,2020,2023,1,4,13,15,1,2,MyRealty.am,apartment,rent, Yerevan," Center,  Argishti St ", Center, Argishti St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46," Yerevan, Center, Tumanyan St ",nan,2/4,"Commercial propertyfor rent in Tumanyan St, Center, Yerevan, 126441",4500,954.0,40.1873417,44.5102544,2022-11-04,2022-11-04,126441.0,126,,2022,2022,4,4,11,11,2,2,MyRealty.am,property,rent, Yerevan," Center,  Tumanyan St ", Center, Tumanyan St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
47," Yerevan, Achapnyak, Gevorg Chaush St ", 3,,"New build for sale in Gevorg Chaush St, Achapnyak, Yerevan, 110900",140000  ,4624.0,40.2125867,44.46524637,2021-05-28,2021-05-28,110900.0,36,3889.0,2021,2021,5,5,28,28,2,2,MyRealty.am,apartment,sale, Yerevan," Achapnyak,  Gevorg Chaush St ", Achapnyak, Gevorg Chaush St ,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
48," Yerevan, Center, A.Manukyan St ", 3, 5/6,"3 bedrooms apartment for rent in A.Manukyan St, Center, Yerevan, 7699",800,8696.0,40.1798593,44.5250268,2015-08-29,2019-11-07,7699.0,105,,2015,2019,8,7,29,11,3,3,MyRealty.am,apartment,rent, Yerevan," Center,  A.Manukyan St ", Center, A.Manukyan St ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
49," Yerevan, Center, Mashtots Ave ", 2, 2/4,"2 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 132545",276000  ,307.0,40.1785579,44.505349,2023-04-05,2023-04-16,132545.0,49,5633.0,2023,2023,5,4,4,16,2,2,MyRealty.am,apartment,sale, Yerevan," Center,  Mashtots Ave ", Center, Mashtots Ave ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
50," Yerevan, Arabkir, Komitas Ave ", 3, 14/14,"3 bedrooms apartment for sale in new construction in Komitas Ave, Arabkir, Yerevan, 130372",135000  ,756.0,40.205847,44.5070381,2023-03-07,2023-03-07,130372.0,85,1588.0,2023,2023,7,7,3,3,3,3,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Komitas Ave ", Arabkir, Komitas Ave ,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51," Yerevan, Davtashen, Sasna Tsrer St ", 3, 5/17,"3 bedrooms apartment for sale in new construction in Sasna Tsrer St, Davtashen, Yerevan, 125100",357000  ,1685.0,40.2140353,44.4903019,2022-09-05,2023-02-23,125100.0,117,3051.0,2022,2023,5,2,9,23,2,1,MyRealty.am,apartment,sale, Yerevan," Davtashen,  Sasna Tsrer St ", Davtashen, Sasna Tsrer St ,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
52," Yerevan, Avan, Tsarav Aghbyur St ", 4, 12/14,"4 bedrooms apartment for sale in new construction in Tsarav Aghbyur St, Avan, Yerevan, 132854",170000  ,459.0,40.183333,44.516667,2023-04-22,2023-04-22,132854.0,108,1574.0,2023,2023,4,4,22,22,2,2,MyRealty.am,apartment,sale, Yerevan," Avan,  Tsarav Aghbyur St ", Avan, Tsarav Aghbyur St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53," Yerevan, Center, Baghramyan Ave (Kentron) ", 2, 4/4,"2 bedrooms apartment for sale in Baghramyan Ave (Kentron), Center, Yerevan, 130081",185000  ,664.0,40.1911165,44.5047568,2023-03-03,2023-03-03,130081.0,66,2803.0,2023,2023,3,3,3,3,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Baghramyan Ave (Kentron) ", Center, Baghramyan Ave (Kentron) ,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
54," Yerevan, Nor Norq, Lvovyan St ", 3, 14/17,"3 bedrooms apartment for rent in new construction in Lvovyan St, Nor Norq, Yerevan, 118000",1500,2003.0,40.2032572,44.5644188,2022-01-16,2022-01-16,118000.0,141,,2022,2022,1,1,16,16,1,1,MyRealty.am,apartment,rent, Yerevan," Nor Norq,  Lvovyan St ", Nor Norq, Lvovyan St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
55," Yerevan, Center, Mashtots Ave ", 3, 2/9,"3 bedrooms apartment for rent in Mashtots Ave, Center, Yerevan, 10224",1500,7761.0,40.183731,44.5111862,2015-10-03,2019-08-01,10224.0,105,,2015,2019,3,1,10,8,1,1,MyRealty.am,apartment,rent, Yerevan," Center,  Mashtots Ave ", Center, Mashtots Ave ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
56," Yerevan, Center, Saryan St ", 2, 2/4,"2 bedrooms apartment for sale in Saryan St, Center, Yerevan, 128893",260000  ,869.0,40.1844812,44.5059276,2023-02-05,2023-02-05,128893.0,60,4333.0,2023,2023,5,5,2,2,2,2,MyRealty.am,apartment,sale, Yerevan," Center,  Saryan St ", Center, Saryan St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
57," Yerevan, Center, Northern (Hyusisayin) Ave ", 2, 3/7,"2 bedrooms apartment for rent in Northern (Hyusisayin) Ave, Center, Yerevan, 131778",1400,253.0,40.1835751,44.5145442,2023-03-31,2023-03-31,131778.0,65,,2023,2023,3,3,31,31,1,1,MyRealty.am,apartment,rent, Yerevan," Center,  Northern (Hyusisayin) Ave ", Center, Northern (Hyusisayin) Ave ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
58," Yerevan, Center, Aram St ", 3, 5/15,"3 bedrooms apartment for rent in new construction in Aram St, Center, Yerevan, 129135",2400,742.0,40.183333,44.516667,2023-02-11,2023-02-11,129135.0,143,,2023,2023,11,11,2,2,4,4,MyRealty.am,apartment,rent, Yerevan," Center,  Aram St ", Center, Aram St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59," Yerevan, Center, Heratsi St ", 2, 5/5,"2 bedrooms apartment for sale in Heratsi St, Center, Yerevan, 128072",105000  ,1265.0,40.1917459,44.5304932,2023-01-03,2023-01-03,128072.0,43,2442.0,2023,2023,3,3,1,1,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Heratsi St ", Center, Heratsi St ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60," Yerevan, Center, Rostom St ", 3, 5/15,"3 bedrooms apartment for sale in new construction in Rostom St, Center, Yerevan, 126354",235000  ,1533.0,40.1646517,44.5190558,2022-11-03,2022-12-09,126354.0,89,2640.0,2022,2022,3,9,11,12,1,3,MyRealty.am,apartment,sale, Yerevan," Center,  Rostom St ", Center, Rostom St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61," Yerevan, Davtashen, Melqumov St ", 5,," for sale in Melqumov St, Davtashen, Yerevan, 118866",300000  ,3187.0,40.2150101,44.4711609,2022-02-11,2022-03-31,118866.0,1000,300.0,2022,2022,11,3,2,31,4,1,MyRealty.am,apartment,sale, Yerevan," Davtashen,  Melqumov St ", Davtashen, Melqumov St ,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
62," Yerevan, Erebuni, Rostovyan St ", 5,," house for rent in Rostovyan St, Erebuni, Yerevan, 122968",2000,2303.0,40.150581,44.5162853,2022-06-23,2023-03-21,122968.0,289,,2022,2023,6,3,23,21,2,1,MyRealty.am,house,rent, Yerevan," Erebuni,  Rostovyan St ", Erebuni, Rostovyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63," Yerevan, Center, Northern (Hyusisayin) Ave ", 3, 5/8,"3 bedrooms apartment for rent in Northern (Hyusisayin) Ave, Center, Yerevan, 45807",2000,7714.0,40.1820773,44.5146677,2017-10-10,2020-08-01,45807.0,140,,2017,2020,10,1,10,8,4,1,MyRealty.am,apartment,rent, Yerevan," Center,  Northern (Hyusisayin) Ave ", Center, Northern (Hyusisayin) Ave ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
64," Yerevan, Davtashen, Davtashen 4 district ", 3, 5/9,"3 bedrooms apartment for sale in new construction in Davtashen 4 district, Davtashen, Yerevan, 127761",143000  ,968.0,40.2254881,44.4946577,2022-12-14,2022-12-14,127761.0,75,1907.0,2022,2022,12,12,14,14,4,4,MyRealty.am,apartment,sale, Yerevan," Davtashen,  Davtashen 4 district ", Davtashen, Davtashen 4 district ,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
65," Yerevan, Center, Argishti St ", 2, 9/14,"2 bedrooms apartment for sale in new construction in Argishti St, Center, Yerevan, 131395",115000  ,745.0,40.183333,44.516667,2023-03-23,2023-04-17,131395.0,47,2447.0,2023,2023,3,4,23,17,1,2,MyRealty.am,apartment,sale, Yerevan," Center,  Argishti St ", Center, Argishti St ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
66," Yerevan, Center, Koghbatsi St ", 3, 9/9,"3 bedrooms apartment for sale in Koghbatsi St, Center, Yerevan, 128680",275000  ,791.0,40.1832462,44.5132433,2023-01-31,2023-04-02,128680.0,50,5500.0,2023,2023,1,2,31,4,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Koghbatsi St ", Center, Koghbatsi St ,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
67," Yerevan, Davtashen, Mikoyan St ", 2, 3/15,"2 bedrooms apartment for sale in new construction in Mikoyan St, Davtashen, Yerevan, 132760",179000  ,241.0,40.2195106,44.5005779,2023-04-19,2023-04-19,132760.0,65,2754.0,2023,2023,4,4,19,19,2,2,MyRealty.am,apartment,sale, Yerevan," Davtashen,  Mikoyan St ", Davtashen, Mikoyan St ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68," Yerevan, Qanaqer-Zeytun, Rubinyants St ", 2, 3/10,"2 bedrooms apartment for sale in Rubinyants St, Qanaqer-Zeytun, Yerevan, 110109",95000  ,896.0,40.2000478,44.5417678,2021-05-10,2023-04-06,110109.0,52,1827.0,2021,2023,10,6,5,4,4,2,MyRealty.am,apartment,sale, Yerevan," Qanaqer-Zeytun,  Rubinyants St ", Qanaqer-Zeytun, Rubinyants St ,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
69," Yerevan, Center, Tsitsernakaberd Highway ", 4, 16/22,"4 bedrooms apartment for sale in new construction in Tsitsernakaberd Highway, Center, Yerevan, 127911",455000  ,1085.0,40.1792398,44.4895783,2022-12-21,2022-12-21,127911.0,161,2826.0,2022,2022,12,12,21,21,4,4,MyRealty.am,apartment,sale, Yerevan," Center,  Tsitsernakaberd Highway ", Center, Tsitsernakaberd Highway ,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
70," Yerevan, Arabkir, Hr.Kochar St ", 4, 5/5,"4 bedrooms apartment for sale in Hr.Kochar St, Arabkir, Yerevan, 125122",135000  ,1615.0,40.2012047,44.5014376,2022-09-05,2023-04-18,125122.0,84,1607.0,2022,2023,5,4,9,18,2,2,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Hr.Kochar St ", Arabkir, Hr.Kochar St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71," Yerevan, Shengavit, Exbayrutyan St ", 2, 3/5,"2 bedrooms apartment for rent in Exbayrutyan St, Shengavit, Yerevan, 129857",462,951.0,40.183333,44.516667,2023-02-27,2023-02-27,129857.0,57,,2023,2023,2,2,27,27,1,1,MyRealty.am,apartment,rent, Yerevan," Shengavit,  Exbayrutyan St ", Shengavit, Exbayrutyan St ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
72," Yerevan, Avan, Paruyr Sevak dis. ", 5,,"New build for sale in Paruyr Sevak dis., Avan, Yerevan, 124066",465000  ,3014.0,40.2284324,44.5793688,2022-07-16,2022-07-16,124066.0,400,1163.0,2022,2022,7,7,16,16,3,3,MyRealty.am,apartment,sale, Yerevan," Avan,  Paruyr Sevak dis. ", Avan, Paruyr Sevak dis. ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
73," Yerevan, Center, Mashtots Ave ", 3, 2/5,"3 bedrooms apartment for rent in Mashtots Ave, Center, Yerevan, 133127",1500,140.0,40.1886913,44.5165263,2023-04-27,2023-04-27,133127.0,72,,2023,2023,4,4,27,27,2,2,MyRealty.am,apartment,rent, Yerevan," Center,  Mashtots Ave ", Center, Mashtots Ave ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
74," Yerevan, Center, Hanrapetutyan St ",nan,0/5,"Commercial propertyfor rent in Hanrapetutyan St, Center, Yerevan, 132736",2000,202.0,40.17655297,44.51951732,2023-04-20,2023-04-20,132736.0,67,,2023,2023,4,4,20,20,2,2,MyRealty.am,property,rent, Yerevan," Center,  Hanrapetutyan St ", Center, Hanrapetutyan St ,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
75," Yerevan, Arabkir, Arabkir 17 St ", 3, 4/9,"3 bedrooms apartment for sale in Arabkir 17 St, Arabkir, Yerevan, 132446",121000  ,268.0,40.2030533,44.5086782,2023-04-12,2023-04-12,132446.0,79,1532.0,2023,2023,12,12,4,4,4,4,MyRealty.am,apartment,sale, Yerevan," Arabkir,  Arabkir 17 St ", Arabkir, Arabkir 17 St ,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
76," Yerevan, Erebuni, Azatamartikner St ",nan,,"Commercial propertyfor rent in Azatamartikner St, Erebuni, Yerevan, 129410",10000,683.0,40.1493423,44.5229168,2023-02-17,2023-02-17,129410.0,500,,2023,2023,2,2,17,17,1,1,MyRealty.am,property,rent, Yerevan," Erebuni,  Azatamartikner St ", Erebuni, Azatamartikner St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77," Yerevan, Center, Tairov St ", 6,,"New build for sale in Tairov St, Center, Yerevan, 118399",1500000  ,4504.0,40.183333,44.516667,2022-01-27,2022-01-27,118399.0,2218,676.0,2022,2022,1,1,27,27,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Tairov St ", Center, Tairov St ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
78," Yerevan, Qanaqer-Zeytun, Azatutyan alley ", 3, 3/9,"3 bedrooms apartment for rent in Azatutyan alley, Qanaqer-Zeytun, Yerevan, 131972",1000,303.0,40.183333,44.516667,2023-04-04,2023-04-04,131972.0,95,,2023,2023,4,4,4,4,2,2,MyRealty.am,apartment,rent, Yerevan," Qanaqer-Zeytun,  Azatutyan alley ", Qanaqer-Zeytun, Azatutyan alley ,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
79," Yerevan, Center, Mashtots Ave ", 1, 5/5,"1 bedrooms apartment for sale in Mashtots Ave, Center, Yerevan, 124735",145000  ,1576.0,40.1830977,44.510417,2022-08-17,2023-04-13,124735.0,41,3537.0,2022,2023,8,4,17,13,3,2,MyRealty.am,apartment,sale, Yerevan," Center,  Mashtots Ave ", Center, Mashtots Ave ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80," Yerevan, Center, Argishti St ", 4, 6/14,"4 bedrooms apartment for rent in new construction in Argishti St, Center, Yerevan, 133121",2000,119.0,40.183333,44.516667,2023-04-27,2023-04-27,133121.0,124,,2023,2023,4,4,27,27,2,2,MyRealty.am,apartment,rent, Yerevan," Center,  Argishti St ", Center, Argishti St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81," Yerevan, Davtashen, Sasna Tsrer St ", 3, 8/14,"3 bedrooms apartment for sale in new construction in Sasna Tsrer St, Davtashen, Yerevan, 122990",305000  ,2226.0,40.2140353,44.4903019,2022-06-23,2022-11-23,122990.0,112,2723.0,2022,2022,6,11,23,23,2,4,MyRealty.am,apartment,sale, Yerevan," Davtashen,  Sasna Tsrer St ", Davtashen, Sasna Tsrer St ,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
82," Vayots Dzor, Yeghegnadzor, Arpi ", 4,," for sale in Arpi, Yeghegnadzor, Vayots Dzor, 109944",on request ,2332.0,39.72342899,45.18661844,2021-05-06,2021-05-06,109944.0,900,,2021,2021,6,6,5,5,2,2,MyRealty.am,apartment,sale, Vayots Dzor," Yeghegnadzor,  Arpi ", Yeghegnadzor, Arpi ,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
83," Yerevan, Center, Aram St ", 7, 7/15,"7 bedrooms apartment for sale in new construction in Aram St, Center, Yerevan, 129889",1600000  ,1223.0,40.183333,44.516667,2023-02-27,2023-02-27,129889.0,345,4638.0,2023,2023,2,2,27,27,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Aram St ", Center, Aram St ,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
84," Yerevan, Qanaqer-Zeytun, Davit Anhaxt St ",nan,3/17,"Commercial propertyfor rent in Davit Anhaxt St, Qanaqer-Zeytun, Yerevan, 132793",3500,116.0,40.2020538,44.5334678,2022-11-14,2023-04-22,132793.0,78,,2022,2023,11,4,14,22,4,2,MyRealty.am,property,rent, Yerevan," Qanaqer-Zeytun,  Davit Anhaxt St ", Qanaqer-Zeytun, Davit Anhaxt St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85," Yerevan, Center, Nalbandyan St ",nan,1/5,"Commercial propertyfor rent in Nalbandyan St, Center, Yerevan, 79952",1894,3910.0,40.1801797,44.5182504,2019-06-15,2019-06-15,79952.0,63,,2019,2019,6,6,15,15,2,2,MyRealty.am,property,rent, Yerevan," Center,  Nalbandyan St ", Center, Nalbandyan St ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
86," Yerevan, Center, Tsitsernakaberd Highway ", 3, 5/13,"3 bedrooms apartment for sale in new construction in Tsitsernakaberd Highway, Center, Yerevan, 130943",305000  ,834.0,40.183333,44.516667,2023-03-16,2023-03-16,130943.0,115,2652.0,2023,2023,3,3,16,16,1,1,MyRealty.am,apartment,sale, Yerevan," Center,  Tsitsernakaberd Highway ", Center, Tsitsernakaberd Highway ,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
87," Yerevan, Avan, Abovyan dis ", 5,,"New build for sale in Abovyan dis, Avan, Yerevan, 104938",490000  ,4018.0,40.1809706,44.5159589,2020-11-26,2022-10-13,104938.0,660,742.0,2020,2022,11,10,26,13,4,4,MyRealty.am,apartment,sale, Yerevan," Avan,  Abovyan dis ", Avan, Abovyan dis ,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
88," Yerevan, Nor Norq, Baxyan St ", 2, 5/5,"2 bedrooms apartment for sale in Baxyan St, Nor Norq, Yerevan, 128490",65000  ,1066.0,40.1952781,44.5667969,2023-01-23,2023-01-23,128490.0,44,1477.0,2023,2023,1,1,23,23,1,1,MyRealty.am,apartment,sale, Yerevan," Nor Norq,  Baxyan St ", Nor Norq, Baxyan St ,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
